tripID,2901,1177,1179,2192,2734,1141,1143,2738,2480,2209,2481,1182,1183,1185,2714,2491,1095,1084,1086,1006,2433,2436,1015,2195,1020,2196,2197,1026,2198,2265,2576,2226,1113,1110,2227,2453,1105,2228,1101,2434,2407,2655,2224,2413,2724,2414,2381,2470,1092,1144,1142,1139,1137,2204,2205
750104,0.947368421,0,0,0,0.052631579,0,0,0,0,0,0,0.526315789,0,0,0.105263158,0.105263158,0,0,0,0.210526316,0,0,0,0.105263158,0.894736842,0,0,0,0,0,0.263157895,0.789473684,0.210526316,0.473684211,0,0.052631579,0.421052632,0.105263158,0.052631579,0.368421053,0.421052632,0.052631579,0,0.210526316,0.105263158,0,0.052631579,0,0.105263158,0.052631579,0.052631579,0.210526316,0,0,0
750303,1.210526316,0,0,0,0.052631579,0.105263158,0.315789474,0.210526316,0.263157895,0,0,0,0,0,0,0,0.105263158,0,0.052631579,0.052631579,0,0,0.052631579,0.421052632,0.263157895,0,0,0,0.052631579,0,0,0.421052632,0.052631579,1,0.578947368,0.631578947,0.263157895,0.052631579,0,0.105263158,0.157894737,0.105263158,0,0.052631579,0.105263158,0.368421053,0,0.210526316,0,0.105263158,0.157894737,0.263157895,0.052631579,0,0
750204,2.368421053,0.052631579,0,0.368421053,0.157894737,0.157894737,0.157894737,0,0.263157895,0,0.052631579,0.052631579,0,0.105263158,0.052631579,0,0.105263158,0.105263158,0.052631579,0.736842105,0.210526316,0,0.105263158,0,0.105263158,0,0,0,0.052631579,0.105263158,0.105263158,0.210526316,0.157894737,0.526315789,0.421052632,0.631578947,0.473684211,0,0,0,0.526315789,0.052631579,0,0.368421053,0.315789474,0.421052632,0.052631579,0,0,0.421052632,0.315789474,0.263157895,0,0,0
750107,2.473684211,0,0,0.052631579,0.368421053,0,0.105263158,0,0.263157895,0,0,0,0,0,0,0.052631579,0,0.052631579,0.157894737,0.368421053,0.052631579,0,0.210526316,0,0.157894737,0.105263158,0,0,0.473684211,0,0.263157895,0.105263158,0,0.157894737,0.263157895,0.263157895,0.263157895,0.105263158,0.105263158,0,0.157894737,0.052631579,0.052631579,0,0.052631579,0.210526316,0,0,0,0.263157895,0.210526316,0.052631579,0,0,0
750306,2.263157895,0.105263158,0,0,0.157894737,0.263157895,0.052631579,0.052631579,0.263157895,0.052631579,0.105263158,0,0,0,0.052631579,0,0.052631579,0,0.105263158,0.526315789,0.052631579,0,0,0,0,0,0,0,0.315789474,0.157894737,0.157894737,0.315789474,0.052631579,0.210526316,0.368421053,0.157894737,0,0.315789474,0.157894737,0,0.631578947,0,0,0,0,0.315789474,0,0,0,0.210526316,0.315789474,0.157894737,0.105263158,0,0
750207,3.052631579,0.105263158,0,0,0.315789474,0.473684211,0.263157895,0.052631579,0.263157895,0,0,0,0,0.052631579,0.105263158,0,0,0.157894737,0.157894737,0.789473684,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0.157894737,0.210526316,0.210526316,0.368421053,0.052631579,0.157894737,0,0.526315789,0.105263158,0.315789474,0.052631579,0.421052632,0.052631579,0,0,0,0.526315789,0.105263158,0.105263158,0,0,0
750110,3.052631579,0.052631579,0,0.210526316,0.736842105,0.578947368,0.578947368,0.052631579,0.421052632,0,0,0.052631579,0,0.052631579,0.105263158,0.157894737,0.157894737,0,0.105263158,0.894736842,0.052631579,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.105263158,0.210526316,0,0.105263158,0.157894737,0.210526316,0.315789474,0,0.105263158,0,0.526315789,0.263157895,0.052631579,0.052631579,0.105263158,0.421052632,0.052631579,0,0,0.421052632,0.210526316,0,0,0,0
750309,1.315789474,0,0,0,0.263157895,0.315789474,0.368421053,0,0.263157895,0,0,0,0,0.105263158,0,0,0.157894737,0,0.052631579,0.947368421,0,0,0,0,0,0,0,0.052631579,0,0,0.105263158,0.210526316,0.052631579,0.210526316,0.105263158,0.105263158,0,0.052631579,0.052631579,0.105263158,0,0.157894737,0,0.052631579,0.105263158,0.052631579,0,0,0,1.052631579,0.210526316,0,0,0.052631579,0
750310,2.157894737,0,0.210526316,0.105263158,0.421052632,0.526315789,0.736842105,0.052631579,0.105263158,0.052631579,0,0,0,0,0,0,0,0.105263158,0.052631579,1.105263158,0,0.157894737,0,0,0,0,0,0,0,0,0.157894737,0,0,0.052631579,0,0.210526316,0.157894737,0.157894737,0,0,0,0,0,0,0.210526316,0,0,0.052631579,0.105263158,0.157894737,0.052631579,0.052631579,0,0,0
790113,3,0.157894737,0,0,0.052631579,0.210526316,0.210526316,0.105263158,0.263157895,0,0,0,0,0,0,0,0,0,0.052631579,0.736842105,0.052631579,0,0,0,0,0,0,0,0,0,0.315789474,0,0,0.052631579,0,0.052631579,0,0,0,0,0.157894737,0,0,0,0.210526316,0.052631579,0,0,0,0.105263158,0.210526316,0.052631579,0,0,0
790114,2.105263158,0.157894737,0,0,0.210526316,0.473684211,0.842105263,0,0.105263158,0,0,0.052631579,0,0,0,0,0,0,0.157894737,0.473684211,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0.105263158,0.315789474,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0.105263158,0.052631579,0.052631579,0,0,0
